id	audio	n_frames	tgt_text	src_text	speaker
ted_783_38	en-es/flac.zip:17322659560:116022	116160	Es una metáfora que tiene un nuevo propósito cada vez, y en cada caso hace que la suma sea más grande que la suma de sus partes con los datos.	It's one metaphor repurposed multiple times, and in each case it makes the whole greater than the sum of the parts with the data.	spk.783
ted_783_39	en-es/flac.zip:14647798824:93998	96480	Así que ahora, en este mundo, pensamos en los datos como una maldición.	So right now, in this world, we think about data as being this curse.	spk.783
ted_783_40	en-es/flac.zip:18639214560:44517	43520	Hablamos acerca de la maldición de la sobrecarga de información.	We talk about the curse of information overload.	spk.783
ted_783_41	en-es/flac.zip:7925815333:272028	265600	Hablamos acerca de ahogarnos en datos. ¿Qué tal si le damos la vuelta a esto y ponemos de cabeza la web, para que en lugar de ir de una cosa a la siguiente, nos acostumbremos al hábito de poder ir de muchas cosas a muchas cosas, y luego poder ver los patrones que de otra manera estarían ocultos?	We talk about drowning in data. What if we can actually turn that upside down and turn the web upside down, so that instead of navigating from one thing to the next, we get used to the habit of being able to go from many things to many things, and then being able to see the patterns that were otherwise hidden?	spk.783
ted_783_42	en-es/flac.zip:21157116591:113056	116000	Si podemos hacer eso, entonces en vez de estar atrapados en datos, podremos realmente extraer información.	If we can do that, then instead of being trapped in data, we might actually extract information.	spk.783
ted_783_43	en-es/flac.zip:19965452400:113545	120800	Y si, en lugar de solo tratar con la información, podamos extraerle conocimiento, y si tenemos el conocimiento, entonces quizá podamos encontrar sabiduría.	And, instead of dealing just with information, we can tease out knowledge. And if we get the knowledge, then maybe even there's wisdom to be found.	spk.783
ted_783_44	en-es/flac.zip:15960261805:45464	44000	Esta herramienta que uso es un pequeño experimento.	This tool that I'm using here is a little experiment.	spk.783
ted_783_45	en-es/flac.zip:11599168289:16470	16800	Así que con eso, les doy las gracias.	So with that, I thank you.	spk.783
ted_783_47	en-es/flac.zip:14979625349:99550	100000	Se llama Pivot, y con Pivot lo que puedo hacer es filtrar una causa en particular de muertes, digamos accidentes.	It's called Pivot, and with Pivot what I can do is I can choose to filter in one particular cause of deaths — say, accidents.	spk.783
ted_783_48	en-es/flac.zip:26887953295:46312	45920	E inmediatamente vemos que se hace evidente un patrón diferente.	And, right away, I see there's a different pattern that emerges.	spk.783
ted_783_49	en-es/flac.zip:24404424213:78490	77760	Esto es porque, en la sección central aquí, las personas están su etapa mas activa, y aquí están en la mas frágil.	This is because, in the mid-area here, people are at their most active, and over here they're at their most frail.	spk.783
ted_783_50	en-es/flac.zip:19055104907:170738	166400	Podemos nuevamente volver atrás y reorganizar los datos por causa de muerte, viendo que las enfermedades circulatorias y el cáncer son los sospechosos usuales, aunque no para todos.	We can step back out again and then reorganize the data by cause of death, seeing that circulatory diseases and cancer are the usual suspects, but not for everyone.	spk.783
ted_783_51	en-es/flac.zip:13478177845:149489	145600	Si filtramos por edad, digamos menores de 40 años, vemos que los accidentes son realmente la principal causa de la que la gente debe preocuparse.	If we go ahead and we filter by age — say 40 years or less — we see that accidents are actually the greatest cause that people have to be worried about.	spk.783
ted_783_52	en-es/flac.zip:781335927:40958	40320	Y si te adentras mas en eso, es mas común en el caso de los hombres.	And if you drill into that, it's especially the case for men.	spk.783
ted_783_53	en-es/flac.zip:24257861458:162124	157920	Así que entienden la idea de que ver la información y los datos en esta manera, es como nadar en una infografía viviente de información.	So you get the idea that viewing information, viewing data in this way, is a lot like swimming in a living information info-graphic.	spk.783
ted_783_54	en-es/flac.zip:769179727:66409	66240	Y si podemos hacer esto con datos crudos, ¿Por qué no lo hacemos también para contenido?	And if we can do this for raw data, why not do it for content as well?	spk.783
ted_783_55	en-es/flac.zip:20968444137:186575	187040	Así que lo que tenemos aquí, es la portada de todas las Sports Illustrated que se han producido. Todo esta aquí. En la web. Pueden regresar a sus habitaciones e intentar esto después de mi platica.	So what we have right here is the cover of every single Sports Illustrated ever produced. It's all here; it's all on the web. You can go back to your rooms and try this after my talk.	spk.783
ted_785_0	en-es/flac.zip:8909645303:261174	205599	Gracias. (Aplausos)	Thank you. (Applause)	spk.785
ted_785_1	en-es/flac.zip:28640979176:133417	137760	Todos los hacíamos, como niños que tienen que leer un libro, a través de la descripción del autor poníamos algo sobre las pantallas de cine de nuestras cabezas.	You know, we all did, as kids having to read a book, and through the author's description, put something on the movie screen in our heads.	spk.785
ted_785_2	en-es/flac.zip:17389415369:107113	115359	Por lo que, mi respuesta a esto fue pintar, dibujar extraterrestres y sus mundos, robots, naves espaciales, todo eso.	And so, my response to this was to paint, to draw alien creatures, alien worlds, robots, spaceships, all that stuff.	spk.785
ted_785_3	en-es/flac.zip:22544958092:78522	84320	Estaba infinitamente distraído en la clase de matemáticas garabateando tras el cuaderno.	I was endlessly getting busted in math class doodling behind the textbook.	spk.785
ted_785_4	en-es/flac.zip:15138268040:44553	49119	Crecí con una dieta basada en la ciencia ficción.	I grew up on a steady diet of science fiction.	spk.785
ted_785_5	en-es/flac.zip:774255104:93361	105760	Eso era la creatividad que tenía que salir de algún modo.	That was — the creativity had to find its outlet somehow.	spk.785
ted_785_6	en-es/flac.zip:887737588:129309	131840	Y algo interesante pasó, el show de Jacques Couesteau de hecho me excitó respecto a que existía un mundo alien justo aquí, en la Tierra.	And an interesting thing happened: The Jacques Cousteau shows actually got me very excited about the fact that there was an alien world right here on Earth.	spk.785
ted_785_7	en-es/flac.zip:19026620141:101918	114400	Probablemente no podría ir a un mundo extraterrestre en una nave espacial algún día. Eso parecía bastante improbable.	I might not really go to an alien world on a spaceship someday — that seemed pretty darn unlikely.	spk.785
ted_785_8	en-es/flac.zip:16976442769:121598	132640	Pero eso era un mundo al que realmente podría ir, justo aquí en la Tierra, que era tan vivo y tan exótico como cualquier cosa que podría haber imaginado leyendo uno de esos libros.	But that was a world I could really go to, right here on Earth, that was as rich and exotic as anything that I had imagined from reading these books.	spk.785
ted_785_9	en-es/flac.zip:2818339513:65921	65120	Así que, decidí que me iba a convertir en buzo a los 15 años.	So, I decided I was going to become a scuba diver at the age of 15.	spk.785
ted_785_10	en-es/flac.zip:28378055076:93032	96320	Aunque el único problema respecto a eso era que vivía en un pueblecito de Canadá, a 600 millas (1000 km) del océano más cercano.	And the only problem with that was that I lived in a little village in Canada, 600 miles from the nearest ocean.	spk.785
ted_785_11	en-es/flac.zip:16651781178:65791	69440	En el instituto cogía un autobús hacia la escuela de una hora el viaje cada día.	In high school, I took a bus to school an hour each way every day.	spk.785
ted_785_12	en-es/flac.zip:12610408516:23116	22879	Aunque no dejé que eso me desalentara.	But I didn't let that daunt me.	spk.785
ted_785_13	en-es/flac.zip:13368940163:118117	120800	Le di la lata a mi padre hasta que finalmente descubrió una clase de buceo en Búfalo, Nueva York, justamente cruzando la frontera junto a la que vivíamos.	I pestered my father until he finally found a scuba class in Buffalo, New York, right across the border from where we live.	spk.785
ted_785_14	en-es/flac.zip:6165085522:88088	90240	Así que, me titulé en una piscina en un YMCA en pleno invierno en Búfalo, Nueva York.	And I actually got certified in a pool at a YMCA in the dead of winter in Buffalo, New York.	spk.785
ted_785_15	en-es/flac.zip:3512129471:110550	108960	Y no llegué a ver un océano, un verdadero océano, por otros dos años, hasta que nos mudamos a California.	And I didn't see the ocean, a real ocean, for another two years, until we moved to California.	spk.785
ted_785_16	en-es/flac.zip:22138454409:166715	172959	Desde entonces, en los últimos 40 años, he estado unas 3000 horas bajo el agua, y 500 de ellas en sumergibles.	Since then, in the intervening 40 years, I've spent about 3,000 hours underwater, and 500 hours of that was in submersibles.	spk.785
ted_785_17	en-es/flac.zip:3250584645:194048	202880	Y he aprendido que ese hábitat del océano profundo e incluso los menos profundos, son tan ricos de una increíble vida que realmente supera a la imaginación.	And I've learned that that deep-ocean environment, and even the shallow oceans, are so rich with amazing life that really is beyond our imagination.	spk.785
ted_785_18	en-es/flac.zip:29474493097:220645	229440	Y siempre estaba inmerso en un libro, un libro de ciencia ficción, lo cual trasladaba a mi mente a otros mundos, y satisfacía, de un modo narrativo, la insaciable sensación de curiosidad que tenía.	And I was always absorbed in a book, science fiction book, which took my mind to other worlds, and satisfied, in a narrative form, this insatiable sense of curiosity that I had.	spk.785
ted_785_19	en-es/flac.zip:20701098767:108248	110879	La imaginación de la naturaleza es tan ilimitada comparada con nuestra débil imaginación humana.	Nature's imagination is so boundless compared to our own meager human imagination.	spk.785
ted_785_20	en-es/flac.zip:9950761140:76557	80480	Aún hoy, sigo absolutamente sobrecogido de lo que he visto cuando hago estas inmersiones.	I still, to this day, stand in absolute awe of what I see when I make these dives.	spk.785
ted_785_21	en-es/flac.zip:12554626688:63558	71520	Y mi romance con el océano sigue, e igual de fuerte como siempre fue.	And my love affair with the ocean is ongoing, and just as strong as it ever was.	spk.785
ted_785_22	en-es/flac.zip:28858250858:76791	79840	Aunque cuando elegí una profesión, como adulto, fue la de director.	But when I chose a career as an adult, it was filmmaking.	spk.785
ted_785_23	en-es/flac.zip:7458350293:136416	141920	Y parecía ser la mejor manera de reconciliar esas ganas que tenía de contar historias, con las ganas de crear imágenes.	And that seemed to be the best way to reconcile this urge I had to tell stories with my urges to create images.	spk.785
ted_785_24	en-es/flac.zip:24294181919:40664	42400	Y estaba, como cuando niño, constantemente dibujando cómics y cosas así.	And I was, as a kid, constantly drawing comic books, and so on.	spk.785
ted_785_25	en-es/flac.zip:17096365677:70250	72960	Así que, hacer películas era un modo de poner imágenes e historias juntas. Y eso cobró sentido.	So, filmmaking was the way to put pictures and stories together, and that made sense.	spk.785
ted_785_26	en-es/flac.zip:6121515102:184451	193760	Y por supuesto las historias que elegía contar eran historias de ciencia ficción: "Terminator", "Aliens", y "The Abbys". Y con "The Abbys", junté mi amor por estar bajo el agua y el buceo, con hacer películas.	And of course the stories that I chose to tell were science fiction stories: "Terminator," "Aliens" and "The Abyss." And with "The Abyss," I was putting together my love of underwater and diving with filmmaking.	spk.785
ted_785_27	en-es/flac.zip:20614524879:32813	35360	Combinando las dos pasiones.	So, you know, merging the two passions.	spk.785
ted_785_28	en-es/flac.zip:8105098715:277645	297600	Algo interesante ocurrió en "Abbys", que sirvió para resolver un determinado problema de narración de la película, que fue crear un tipo de criatura líquida de agua, así que adoptamos la animación hecha por ordenador, CG.	Something interesting came out of "The Abyss," which was that to solve a specific narrative problem on that film, which was to create this kind of liquid water creature, we actually embraced computer generated animation, CG.	spk.785
ted_785_29	en-es/flac.zip:17058426578:147053	151680	Y resultó ser el primer personajes de superficie hecha por ordenador que jamás se ha hecho en una película.	And this resulted in the first soft-surface character, CG animation that was ever in a movie.	spk.785
ted_785_30	en-es/flac.zip:27515900319:171717	178560	E incluso aunque la película no fuera muy rentable, prácticamente ni ganancias ni pérdidas, debería decir que fui testigo de algo increíble, que fue la audiencia, la audiencia mundial, estaba hipnotizada por esta aparente magia.	And even though the film didn't make any money — barely broke even, I should say — I witnessed something amazing, which is that the audience, the global audience, was mesmerized by this apparent magic.	spk.785
ted_785_31	en-es/flac.zip:17121021605:83487	86880	Es como la ley de Arthur Clarke que dice que cualquier tecnología suficientemente avanzada no se puede distinguir de la magia.	You know, it's Arthur Clarke's law that any sufficiently advanced technology is indistinguishable from magic.	spk.785
ted_785_32	en-es/flac.zip:17857189469:36400	38080	Ellos veían algo mágico.	They were seeing something magical.	spk.785
ted_785_33	en-es/flac.zip:9372792612:45483	44640	De modo que eso me excitó bastante.	And so that got me very excited.	spk.785
ted_785_34	en-es/flac.zip:5435852588:124891	128000	Y pensé, "Wow, esto es algo que necesita ser adaptado en el arte cinematográfico". Así que "Terminator 2", mi siguiente película, llevamos esto mucho más lejor.	And I thought, "Wow, this is something that needs to be embraced into the cinematic art." So, with "Terminator 2," which was my next film, we took that much farther.	spk.785
ted_785_35	en-es/flac.zip:24488953181:62996	69600	Trabajando con ILM, creamos al tío de metal líquido en esa película.	Working with ILM, we created the liquid metal dude in that film.	spk.785
ted_785_36	en-es/flac.zip:22721940642:42704	43040	El exitó estuvo en si el efecto funcionaría. Y funcionó. Y creamos magia de nuevo.	The success hung in the balance on whether that effect would work.	spk.785
ted_785_37	en-es/flac.zip:27685203355:85739	96320	Y tuvimos el mismo resultado de audiencia. Aunque sacamos algo más de dinero con esta.	And it did, and we created magic again, and we had the same result with an audience — although we did make a little more money on that one.	spk.785
ted_785_38	en-es/flac.zip:12478474085:200701	212320	Así que, dibujando una linea a través de esos dos puntos de experiencia, llegamos a que, esto iba a ser un nuevo mundo, este era un completo mundo nuevo de creatividad para artistas cinematográficos.	So, drawing a line through those two dots of experience came to, "This is going to be a whole new world," this was a whole new world of creativity for film artists.	spk.785
ted_785_39	en-es/flac.zip:23889711534:169201	177279	Así que, cree una compañía con Stan Winston, mi buen amigo Stan Winston, quien es el principal maquillador y diseñador de criatutas del momento, y la llamamos (a la compañía) Digital Domain.	So, I started a company with Stan Winston, my good friend Stan Winston, who is the premier make-up and creature designer at that time, and it was called Digital Domain.	spk.785
ted_785_40	en-es/flac.zip:6320047913:262145	284000	Y saben, la curiosidad también se manifiesta por si misma en el sentido de que siempre que no estaba en la escuela estaba en el bosque, haciendo senderismo y tomando "muestras", ranas, serpientes, bichos y estanques, y llevándomelos, mirándolos a través del microscopio.	And you know, that curiosity also manifested itself in the fact that whenever I wasn't in school I was out in the woods, hiking and taking "samples" — frogs and snakes and bugs and pond water — and bringing it back, looking at it under the microscope.	spk.785
ted_785_41	en-es/flac.zip:2579773503:149400	158240	Y el objetivo de la empresa era que daríamos un salto por encima de los procesos análogos de impresoras ópticas, etc., e iríamos directos a la producción digital.	And the concept of the company was that we would leapfrog past the analog processes of optical printers and so on, and we would go right to digital production.	spk.785
ted_785_42	en-es/flac.zip:24924526278:45684	49920	Y de hecho lo hicimos y obtuvimos una ventaja competitiva por un tiempo.	And we actually did that and it gave us a competitive advantage for a while.	spk.785
ted_785_43	en-es/flac.zip:23590131145:123468	128800	Aunque nos quedamos atrás a mediados de los' 90 en lo de crear y diseñar personajes, para lo que la compañía había sido fundada.	But we found ourselves lagging in the mid '90s in the creature and character design stuff that we had actually founded the company to do.	spk.785
ted_785_44	en-es/flac.zip:18795744437:288686	310560	Así que, escribí esta obra llamada "Avatar", la cual se propuso absolutamente para impulsar el desarrollo de los efectos visuales, efectos hechos por ordenador, pero más allá, con emotivos personajes humanos generados por ordenador. Y los personajes principales estarían todos hechos por ordenador.	So, I wrote this piece called "Avatar," which was meant to absolutely push the envelope of visual effects, of CG effects, beyond, with realistic human emotive characters generated in CG, and the main characters would all be in CG, and the world would be in CG.	spk.785
ted_785_45	en-es/flac.zip:13870847191:126913	141760	Pero el desafío fue devuelto. Y los de la compañía me decían que no íbamos a ser capaces de hacer esto por un tiempo.	And the envelope pushed back, and I was told by the folks at my company that we weren't going to be able to do this for a while.	spk.785
ted_785_46	en-es/flac.zip:26271308243:431293	417760	Por lo que lo aplacé, e hice esta otra película sobre un gran barco que se hunde. (Risas) Saben, fui y lo vendí al estudio como "'Romeo y Julieta' en un barco".	So, I shelved it, and I made this other movie about a big ship that sinks. (Laughter) You know, I went and pitched it to the studio as "'Romeo and Juliet' on a ship:" It's going to be this epic romance, passionate film. "Secretly, what I wanted to do was I wanted to dive to the real wreck of" Titanic. "And that's why I made the movie. (Applause) And that's the truth.	spk.785
ted_785_47	en-es/flac.zip:27071973922:21654	19200	Va a ser un romance épico, una película apasionante.	Now, the studio didn't know that.	spk.785
ted_785_48	en-es/flac.zip:7904952038:51704	51040	A escondidas, lo que quería hacer era sumergirme a los verdaderos restos naufragio del "Titanic".	But I convinced them. I said, "We're going to dive to the wreck.	spk.785
ted_785_49	en-es/flac.zip:16498284964:17921	17439	Y eso es por lo que hice la película. (Aplausos) Y esa es la verdad.	We're going to film it for real.	spk.785
ted_785_50	en-es/flac.zip:17851269457:29225	30880	Ahora, el estudio no lo sabía. Pero los convencí. Dije, "Vamos a sumergirnos a los restos del naufragio.	We'll be using it in the opening of the film.	spk.785
ted_785_51	en-es/flac.zip:10659486048:11671	12160	Lo vamos a grabar de verdad ".	It will be really important.	spk.785
ted_785_52	en-es/flac.zip:19904571653:79496	81440	Lo usaremos al principio de la película. Será realmente importante. Será un gran gancho de marketing ". Y hablé con ellos para financiar una expedición. (Risas)	It will be a great marketing hook. "And I talked them into funding an expedition. (Laughter)	spk.785
ted_785_53	en-es/flac.zip:22169159727:90136	84000	Suena loco. Pero esto va hacia atrás hasta aquello sobre su imaginación al crear una realidad.	Sounds crazy. But this goes back to that theme about your imagination creating a reality.	spk.785
ted_785_54	en-es/flac.zip:169125033:198724	192640	Porque de hecho creamos una realidad donde seis meses después me encontraba en un sumergible ruso dos millas y media bajo el agua al norte del Atlántico, observando el verdadero Titanic a través de una ventana, no en una película, no en HD, de verdad. (Aplausos)	Because we actually created a reality where six months later, I find myself in a Russian submersible two and a half miles down in the north Atlantic, looking at the real Titanic through a view port. Not a movie, not HD — for real. (Applause)	spk.785
ted_785_55	en-es/flac.zip:13552394907:22932	21920	Ahora, eso hizo volar a mi mente.	Now, that blew my mind.	spk.785
ted_785_56	en-es/flac.zip:5287742030:62202	63840	Y eso llevó mucha preparación, tuvimos que construir cámaras y luces y todo ese tipo de cosas.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	spk.785
ted_785_57	en-es/flac.zip:13543172690:104474	108320	Aunque, eso me hizo darme cuenta de cuánto esta inmersión, estas profundas inmersiones se parecían a una misión espacial.	But, it struck me how much this dive, these deep dives, was like a space mission.	spk.785
ted_785_58	en-es/flac.zip:18495731898:61992	66240	Sabéis, era bastante técnico, y requería una planificación enorme.	You know, where it was highly technical, and it required enormous planning.	spk.785
ted_785_59	en-es/flac.zip:9326610049:115730	125920	Te metes en la cápsula, bajas por ese oscuro y hóstil ambiente donde no hay ninguna esperanza de rescate si no puedes volver por ti mismo.	You get in this capsule, you go down to this dark hostile environment where there is no hope of rescue if you can't get back by yourself.	spk.785
ted_785_60	en-es/flac.zip:8373944270:27676	28800	Y pensé algo así como, "Wow.	And I thought like, "Wow.	spk.785
ted_785_61	en-es/flac.zip:13034812850:36359	37919	Estoy como si estuviera viviendo una película de ciencia ficción.	I'm like, living in a science fiction movie.	spk.785
ted_785_62	en-es/flac.zip:28524572290:16892	18080	Esto es genial ".	This is really cool. "	spk.785
ted_785_63	en-es/flac.zip:15017841155:59748	60480	Así que, realmente me picó el bichito de las exploraciones del océano profundo.	And so, I really got bitten by the bug of deep-ocean exploration.	spk.785
ted_785_64	en-es/flac.zip:27305961711:165681	173919	Por supuesto, la curiosidad, el componente científico de ello. Era todo. Era aventura. Era curiosidad. Era imaginación. Y era una experiencia que Hollywood no podía darme.	Of course, the curiosity, the science component of it — it was everything. It was adventure, it was curiosity, it was imagination. And it was an experience that Hollywood couldn't give me.	spk.785
ted_785_65	en-es/flac.zip:297819845:46078	47039	Porque, podía imaginar una criatura y podíamos crear un efecto especial para ella.	Because, you know, I could imagine a creature and we could create a visual effect for it.	spk.785
ted_785_66	en-es/flac.zip:29178787058:41179	43840	Pero no podía imaginar lo que estaba viendo a través de esa ventana.	But I couldn't imagine what I was seeing out that window.	spk.785
ted_785_67	en-es/flac.zip:6914365507:35002	38560	Saben, yo era un verdadero fanático de la ciencia.	You know, I was a real science geek.	spk.785
ted_785_68	en-es/flac.zip:8795251054:241375	259519	Como hicimos en algunas de nuestras subsiguientes expediciones yo estaba viendo critaturas a traves de las ventilaciones del agua y a veces cosas que nunca había visto antes. a veces cosas que nunca nadie había visto antes, eso de hecho no estaba descrito por la ciencia al mismo tiempo que las veíamos y nos las imaginábamos.	As we did some of our subsequent expeditions, I was seeing creatures at hydrothermal vents and sometimes things that I had never seen before, sometimes things that no one had seen before, that actually were not described by science at the time that we saw them and imaged them.	spk.785
ted_785_69	en-es/flac.zip:7735621211:53474	59200	Así que, estaba completamente chocado por esto, y tenía que hacer más.	So, I was completely smitten by this, and had to do more.	spk.785
ted_785_70	en-es/flac.zip:6609689531:43956	42720	Por lo que, tomé una curiosa decisión.	And so, I actually made a kind of curious decision.	spk.785
ted_785_71	en-es/flac.zip:22231777764:202128	223360	Después del éxito de "Titanic", dije, "Bueno, voy a aparcar mi trabajo como director de Hollywood, y voy a ser un explorador a jornada completa por un tiempo". Así que, empezamos a planear estas expediciones.	After the success of "Titanic," I said, "OK, I'm going to park my day job as a Hollywood movie maker, and I'm going to go be a full-time explorer for a while." And so, we started planning these expeditions.	spk.785
ted_785_72	en-es/flac.zip:28349908345:92338	98400	Pero era todo para tratar de entender el mundo, entender los límites de la posibilidad.	But it was all about trying to understand the world, understand the limits of possibility.	spk.785
ted_785_73	en-es/flac.zip:10718455806:94179	105440	Y terminamos yendo al Bismark, y explorándolo con vehículos robotizados.	And we wound up going to the Bismark, and exploring it with robotic vehicles.	spk.785
ted_785_74	en-es/flac.zip:18350998415:21927	23679	Volvimos a los restos del Titanic.	We went back to the Titanic wreck.	spk.785
ted_785_75	en-es/flac.zip:20522874042:53304	57600	Nos llevamos unos pequeños robots que habíamos creado con una bobina de fibra óptica.	We took little bots that we had created that spooled a fiber optic.	spk.785
ted_785_76	en-es/flac.zip:12306221219:91820	99040	Y la idea era entrar y hacer un reconocimiento interno del barco, lo cual no había sido hecho con anterioridad.	And the idea was to go in and do an interior survey of that ship, which had never been done.	spk.785
ted_785_77	en-es/flac.zip:20042313293:20148	21120	Nunca nadie había visto los restos del naufragio por dentro.	Nobody had ever looked inside the wreck.	spk.785
ted_785_78	en-es/flac.zip:3690125725:47448	52320	Nunca habían tenido los medios para hacerlo, por lo que creamos una tecnología para hacerlo.	They didn't have the means to do it, so we created technology to do it.	spk.785
ted_785_79	en-es/flac.zip:16987352331:165036	173760	Así que, sabéis, aquí estoy, en la cubierta del Titanic, sentado en un sumergible y mirando los tablones que se parecían mucho a estos, donde sabía que la banda había tocado.	So, you know, here I am now, on the deck of Titanic, sitting in a submersible, and looking out at planks that look much like this, where I knew that the band had played.	spk.785
ted_785_80	en-es/flac.zip:1693315470:73840	79520	Y yo pilotando un pequeño vehículo robótico a través del pasillo del barco.	And I'm flying a little robotic vehicle through the corridor of the ship.	spk.785
ted_785_81	en-es/flac.zip:14936676031:136898	150400	Cuando digo, yo lo manejo, pero mi mente está en el vehículo. como si estuviera físicamente presente dentro de los restos del Titanic.	When I say, "I'm operating it," but my mind is in the vehicle. I felt like I was physically present inside the shipwreck of Titanic.	spk.785
ted_785_82	en-es/flac.zip:24049816126:215772	238239	Y fue el deja vu más surrealista que jamás he tenido, porque antes de doblar una esquina sabía qué iba a haber antes de que las luces del vehículo lo revelaran, porque había andado por el plató durante meses cuando estábamos haciendo la película.	And it was the most surreal kind of deja vu experience I've ever had, because I would know before I turned a corner what was going to be there before the lights of the vehicle actually revealed it, because I had walked the set for months when we were making the movie.	spk.785
ted_785_83	en-es/flac.zip:20465075877:205340	224640	Y mi amor por la ciencia ficción se veía reflejado en el mundo que me rodeaba, por todo lo que estaba pasando, a finales de los' 60, llegábamos a la luna, explorábamos los profundos océanos.	And my love of science fiction actually seemed mirrored in the world around me, because what was happening, this was in the late '60s, we were going to the moon, we were exploring the deep oceans.	spk.785
ted_785_84	en-es/flac.zip:21373900127:77050	85760	Y el plató estaba basado en una réplica exacta del plano del barco.	And the set was based as an exact replica on the blueprints of the ship.	spk.785
ted_785_85	en-es/flac.zip:11376350326:42394	44640	Por lo que fue una experiencia absolutamente extraordinaria.	So, it was this absolutely remarkable experience.	spk.785
ted_785_86	en-es/flac.zip:6185692603:203295	216960	Y realmente me hizo darme cuenta de la experiencia de la tele presencia que se puede tener con estos robots, a través de la cual tu conciencia se inserta en un vehículo, en alguna otra forma de existencia.	And it really made me realize that the telepresence experience — that you actually can have these robotic avatars, then your consciousness is injected into the vehicle, into this other form of existence.	spk.785
ted_785_87	en-es/flac.zip:21709185318:23668	28160	Fue realmente muy profundo.	It was really, really quite profound.	spk.785
ted_785_88	en-es/flac.zip:17221701960:251052	273599	Y puede ser casi como vislumbrar qué puede estar pasando en unas décadas cuando empecemos a tener cuerpos ciborg para explorar, o por algún otro medio en muchos tipos de futuro pos humano que puedo imaginar, como un fan de la ciencia ficción.	And it may be a little bit of a glimpse as to what might be happening some decades out as we start to have cyborg bodies for exploration or for other means in many sort of post-human futures that I can imagine, as a science fiction fan.	spk.785
ted_785_89	en-es/flac.zip:20385523150:249277	270880	Así que, habiendo hecho estas expediciones, realmente empecé a apreciar lo que había ahí debajo, en las ventilaciones del océano profundo donde teníamos animales increíbles. son básicamente alienígenas aquí en la Tierra.	So, having done these expeditions, and really beginning to appreciate what was down there, such as at the deep ocean vents where we had these amazing, amazing animals — they're basically aliens right here on Earth.	spk.785
ted_785_90	en-es/flac.zip:11210953407:39877	42080	Ellos viven en un hábitat de quimiosíntesis.	They live in an environment of chemosynthesis.	spk.785
ted_785_91	en-es/flac.zip:10705712964:61288	66880	No sobreviven a un sistema basado en la luz del sol como nosotros.	They don't survive on sunlight-based system the way we do.	spk.785
ted_785_92	en-es/flac.zip:558319648:84827	89280	Así que, estáis viendo animales que viven cerca de los 500 grados centígrados.	And so, you're seeing animals that are living next to a 500-degree-Centigrade water plumes.	spk.785
ted_785_93	en-es/flac.zip:2574044327:25657	27839	Pensáis que ni siquiera puedan existir.	You think they can't possibly exist.	spk.785
ted_785_94	en-es/flac.zip:5133098607:112042	123680	Al mismo tiempo empezaba a estar muy interesado en la ciencia espacial también, de nuevo, es la influencia de la ciencia ficción, como un niño.	At the same time I was getting very interested in space science as well — again, it's the science fiction influence, as a kid.	spk.785
ted_785_95	en-es/flac.zip:16806346101:408032	423040	Y terminé involucrándome con la comunidad espacial, muy involucrado con la NASA, con un puesto en el consejo asesor de la NASA, planeando misiones espaciales reales, yendo a Rusia, revisando los protocolos biomédicos para los pre-cosmonautas, y todo ese tipo de cosas, para de hecho ir y volar hasta la estación espacial internacional con nuestras cámaras con sistema 3D. Y fue fascinante. Aunque lo que terminé haciendo fue trayendo a científicos espaciales con nosotros hasta las profundidades.	And I wound up getting involved with the space community, really involved with NASA, sitting on the NASA advisory board, planning actual space missions, going to Russia, going through the pre-cosmonaut biomedical protocols, and all these sorts of things, to actually go and fly to the international space station with our 3D camera systems. And this was fascinating. But what I wound up doing was bringing space scientists with us into the deep.	spk.785
ted_785_96	en-es/flac.zip:23350077571:219343	231520	Y trayéndoles de modo que tuvieran acceso, astro biólogos, científicos planetarios, gente interesada en estos hábitats extremos, bajándolos a la ventilación, dejándolos ver, y tomar muestras y probar instrumentos, y todo eso.	And taking them down so that they had access — astrobiologists, planetary scientists, people who were interested in these extreme environments — taking them down to the vents, and letting them see, and take samples and test instruments, and so on.	spk.785
ted_785_97	en-es/flac.zip:22168007951:74275	76319	Así que, ahí estábamos haciendo documentales, pero de hecho hacíamos ciencia, y especialmente ciencia espacial.	So, here we were making documentary films, but actually doing science, and actually doing space science.	spk.785
ted_785_98	en-es/flac.zip:14577327975:112100	122400	Había cerrado completamente el lazo entre ser un fan de la ciencia ficción, ya saben, como de niño, y haciendo todo esto de verdad.	I'd completely closed the loop between being the science fiction fan, you know, as a kid, and doing this stuff for real.	spk.785
ted_785_99	en-es/flac.zip:7205463953:159927	169599	Jacques Cousteau venía a nuestros salones con sus increíbles especiales en los que nos enseñaba animales y lugares y un maravilloso mundo que jamás podíamos haber imaginado antes.	Jacques Cousteau was coming into our living rooms with his amazing specials that showed us animals and places and a wondrous world that we could never really have previously imagined.	spk.785
ted_785_100	en-es/flac.zip:13547229132:89581	94720	Y saben, a lo largo del camino de este viaje de descubrimiento, He aprendido mucho.	And you know, along the way in this journey of discovery, I learned a lot.	spk.785
ted_785_101	en-es/flac.zip:4334216953:21361	20960	Aprendí mucho sobre ciencia.	I learned a lot about science.	spk.785
ted_785_102	en-es/flac.zip:5126501274:44217	50240	Aunque también aprendí mucho sobre liderazgo.	But I also learned a lot about leadership.	spk.785
